Name,Field,Major,Education,Skills,Projects,Experience
Candidate 865,Humanities & Social Sciences,Sociology,"Bachelor's in Sociology, Year: Senior","Psychology, Sociology, Political Science","Sociology Capstone Project, Internship Research on Sociology, Open-source contribution in Sociology",Intern at National Geographic
Candidate 794,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Senior","Geography, Sociology, International Relations","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at Brookings Institution
Candidate 745,Arts & Design,Videography,"Master's in Videography, Year: Year 2","Fashion Design, Graphic Design, Music, Fine Arts","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Warner Bros
Candidate 437,Arts & Design,Videography,"Master's in Videography, Year: Year 2","Videography, Graphic Design, Fine Arts, Music","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Disney
Candidate 702,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Junior","International Relations, Geography, Political Science, History, Sociology","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at United Nations
Candidate 138,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Senior","Nursing, Pharmaceutical Sciences, Biology, Healthcare","Public Health Capstone Project, Internship Research on Public Health, Open-source contribution in Public Health",Intern at Pfizer
Candidate 205,Business & Finance,Taxation,"Bachelor's in Taxation, Year: Freshman","Taxation, Investment Banking, Finance",Taxation Personal Project,Volunteer at McKinsey
Candidate 795,Business & Finance,Finance,"Master's in Finance, Year: Year 2","Real Estate, Taxation, Supply Chain Management","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at McKinsey
Candidate 116,Business & Finance,Investment Banking,"Master's in Investment Banking, Year: Year 1","Finance, Real Estate, Accounting","Investment Banking Capstone Project, Internship Research on Investment Banking, Open-source contribution in Investment Banking",Intern at McKinsey
Candidate 298,Arts & Design,Fine Arts,"Bachelor's in Fine Arts, Year: Freshman","Photography, Fine Arts, Graphic Design",N/A,N/A
Candidate 697,Arts & Design,Photography,"Master's in Photography, Year: Year 1","Graphic Design, Videography, Fine Arts, Music, Photography","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Disney
Candidate 195,Math & Technology,Mechanical Engineering,"Bachelor's in Mechanical Engineering, Year: Freshman","Computer Science, Mechanical Engineering, Data Science",Mechanical Engineering Personal Project,Volunteer at Amazon
Candidate 743,Business & Finance,Supply Chain Management,"Master's in Supply Chain Management, Year: Year 2","Supply Chain Management, Finance, Taxation, Real Estate","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at Deloitte
Candidate 416,Humanities & Social Sciences,Sociology,"Bachelor's in Sociology, Year: Senior","Psychology, Sociology, Geography, History","Sociology Capstone Project, Internship Research on Sociology, Open-source contribution in Sociology",Intern at Amnesty International
Candidate 261,Arts & Design,Photography,"Bachelor's in Photography, Year: Junior","Music, Photography, Graphic Design, Fine Arts","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Pixar
Candidate 782,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Sophomore","Healthcare, Public Health, Biomedical Engineering","Public Health Capstone Project, Internship Research on Public Health, Open-source contribution in Public Health",Intern at Mayo Clinic
Candidate 747,Medical & Life Sciences,Pharmaceutical Sciences,"Master's in Pharmaceutical Sciences, Year: Year 2","Nursing, Healthcare, Public Health","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at CDC
Candidate 455,Humanities & Social Sciences,Geography,"Master's in Geography, Year: Year 1","History, Geography, Sociology, Political Science, International Relations","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at Brookings Institution
Candidate 854,Medical & Life Sciences,Nursing,"Bachelor's in Nursing, Year: Sophomore","Healthcare, Pharmaceutical Sciences, Biomedical Engineering","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at CDC
Candidate 868,Business & Finance,Investment Banking,"Bachelor's in Investment Banking, Year: Junior","Supply Chain Management, Taxation, Finance","Investment Banking Capstone Project, Internship Research on Investment Banking, Open-source contribution in Investment Banking",Intern at JP Morgan
Candidate 683,Arts & Design,Fine Arts,"Bachelor's in Fine Arts, Year: Junior","Videography, Photography, Music, Graphic Design","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Warner Bros
Candidate 158,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Sophomore","Biomedical Engineering, Nursing, Healthcare, Pharmaceutical Sciences, Public Health","Public Health Capstone Project, Internship Research on Public Health, Open-source contribution in Public Health",Intern at Mayo Clinic
Candidate 928,Business & Finance,Taxation,"Master's in Taxation, Year: Year 1","Finance, Supply Chain Management, Taxation","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Deloitte
Candidate 873,Arts & Design,Videography,"Master's in Videography, Year: Year 1","Fashion Design, Graphic Design, Fine Arts","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Disney
Candidate 170,Arts & Design,Photography,"Bachelor's in Photography, Year: Sophomore","Fashion Design, Videography, Photography","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Spotify
Candidate 405,Business & Finance,Taxation,"Bachelor's in Taxation, Year: Sophomore","Finance, Accounting, Investment Banking, Supply Chain Management","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Morgan Stanley
Candidate 982,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 1","Healthcare, Pharmaceutical Sciences, Biomedical Engineering","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Pfizer
Candidate 592,Math & Technology,Data Science,"Master's in Data Science, Year: Year 2","Electrical Engineering, Software Engineering, Data Science, Mechanical Engineering","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Microsoft
Candidate 226,Humanities & Social Sciences,Geography,"Bachelor's in Geography, Year: Sophomore","History, Political Science, Psychology","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at National Geographic
Candidate 152,Business & Finance,Real Estate,"Bachelor's in Real Estate, Year: Freshman","Taxation, Accounting, Real Estate, Supply Chain Management, Finance",N/A,N/A
Candidate 186,Medical & Life Sciences,Healthcare,"Bachelor's in Healthcare, Year: Freshman","Biology, Public Health, Pharmaceutical Sciences, Biomedical Engineering, Nursing",N/A,N/A
Candidate 906,Medical & Life Sciences,Healthcare,"Master's in Healthcare, Year: Year 1","Biomedical Engineering, Biology, Nursing, Healthcare","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at Moderna
Candidate 731,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Junior","Pharmaceutical Sciences, Healthcare, Biomedical Engineering","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at Pfizer
Candidate 367,Humanities & Social Sciences,Psychology,"Master's in Psychology, Year: Year 1","History, Political Science, International Relations","Psychology Capstone Project, Internship Research on Psychology, Open-source contribution in Psychology",Intern at Brookings Institution
Candidate 347,Humanities & Social Sciences,Psychology,"Master's in Psychology, Year: Year 1","Psychology, Political Science, History","Psychology Capstone Project, Internship Research on Psychology, Open-source contribution in Psychology",Intern at Amnesty International
Candidate 593,Math & Technology,Mathematics,"Master's in Mathematics, Year: Year 1","Electrical Engineering, Computer Science, Mathematics, Data Science, Mechanical Engineering","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Google
Candidate 524,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Freshman","Electrical Engineering, Data Science, Mechanical Engineering, Software Engineering, Computer Science",Data Science Personal Project,Volunteer at Amazon
Candidate 455,Arts & Design,Music,"Bachelor's in Music, Year: Sophomore","Videography, Photography, Music","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Disney
Candidate 890,Business & Finance,Investment Banking,"Master's in Investment Banking, Year: Year 1","Real Estate, Taxation, Finance, Accounting, Investment Banking","Investment Banking Capstone Project, Internship Research on Investment Banking, Open-source contribution in Investment Banking",Intern at Goldman Sachs
Candidate 466,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Senior","Computer Science, Software Engineering, Mathematics","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Apple
Candidate 836,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Sophomore","Mechanical Engineering, Computer Science, Software Engineering, Data Science","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Meta
Candidate 872,Business & Finance,Investment Banking,"Master's in Investment Banking, Year: Year 1","Accounting, Finance, Supply Chain Management, Real Estate","Investment Banking Capstone Project, Internship Research on Investment Banking, Open-source contribution in Investment Banking",Intern at Goldman Sachs
Candidate 764,Medical & Life Sciences,Healthcare,"Bachelor's in Healthcare, Year: Freshman","Biomedical Engineering, Nursing, Biology, Healthcare",N/A,N/A
Candidate 828,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Senior","Healthcare, Pharmaceutical Sciences, Biology, Biomedical Engineering, Public Health","Public Health Capstone Project, Internship Research on Public Health, Open-source contribution in Public Health",Intern at Mayo Clinic
Candidate 584,Humanities & Social Sciences,History,"Bachelor's in History, Year: Junior","Geography, Psychology, International Relations, Sociology, History","History Capstone Project, Internship Research on History, Open-source contribution in History",Intern at National Geographic
Candidate 285,Humanities & Social Sciences,Geography,"Master's in Geography, Year: Year 1","Sociology, History, Geography","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at Amnesty International
Candidate 585,Humanities & Social Sciences,Psychology,"Master's in Psychology, Year: Year 2","History, International Relations, Psychology, Geography","Psychology Capstone Project, Internship Research on Psychology, Open-source contribution in Psychology",Intern at Brookings Institution
Candidate 909,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Senior","Geography, International Relations, Psychology","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at United Nations
Candidate 943,Arts & Design,Photography,"Master's in Photography, Year: Year 1","Videography, Music, Photography","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Warner Bros
Candidate 974,Business & Finance,Taxation,"Bachelor's in Taxation, Year: Junior","Investment Banking, Taxation, Supply Chain Management, Accounting, Real Estate","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Goldman Sachs
Candidate 721,Business & Finance,Supply Chain Management,"Bachelor's in Supply Chain Management, Year: Sophomore","Taxation, Real Estate, Accounting","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at McKinsey
Candidate 902,Humanities & Social Sciences,Psychology,"Bachelor's in Psychology, Year: Freshman","Sociology, Geography, History",N/A,N/A
Candidate 398,Arts & Design,Photography,"Bachelor's in Photography, Year: Junior","Photography, Videography, Music, Fashion Design","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Pixar
Candidate 294,Math & Technology,Electrical Engineering,"Bachelor's in Electrical Engineering, Year: Sophomore","Mathematics, Software Engineering, Mechanical Engineering, Electrical Engineering","Electrical Engineering Capstone Project, Internship Research on Electrical Engineering, Open-source contribution in Electrical Engineering",Intern at Microsoft
Candidate 350,Math & Technology,Software Engineering,"Master's in Software Engineering, Year: Year 2","Electrical Engineering, Computer Science, Software Engineering, Mechanical Engineering, Mathematics","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Amazon
Candidate 482,Arts & Design,Music,"Bachelor's in Music, Year: Sophomore","Music, Photography, Videography, Fine Arts","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Spotify
Candidate 299,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Freshman","Biomedical Engineering, Public Health, Biology, Healthcare, Pharmaceutical Sciences",N/A,N/A
Candidate 936,Humanities & Social Sciences,Sociology,"Bachelor's in Sociology, Year: Junior","Sociology, Psychology, Geography, Political Science","Sociology Capstone Project, Internship Research on Sociology, Open-source contribution in Sociology",Intern at National Geographic
Candidate 825,Arts & Design,Graphic Design,"Bachelor's in Graphic Design, Year: Sophomore","Fashion Design, Graphic Design, Fine Arts, Music","Graphic Design Capstone Project, Internship Research on Graphic Design, Open-source contribution in Graphic Design",Intern at Warner Bros
Candidate 576,Medical & Life Sciences,Biomedical Engineering,"Master's in Biomedical Engineering, Year: Year 2","Healthcare, Public Health, Pharmaceutical Sciences","Biomedical Engineering Capstone Project, Internship Research on Biomedical Engineering, Open-source contribution in Biomedical Engineering",Intern at Moderna
Candidate 998,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Freshman","Public Health, Healthcare, Biology, Pharmaceutical Sciences, Nursing",N/A,N/A
Candidate 338,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Senior","Healthcare, Public Health, Nursing","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at Johnson & Johnson
Candidate 801,Arts & Design,Music,"Bachelor's in Music, Year: Senior","Graphic Design, Photography, Fashion Design, Fine Arts","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Warner Bros
Candidate 784,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 1","Electrical Engineering, Mechanical Engineering, Data Science, Software Engineering, Computer Science","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Tesla
Candidate 464,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 1","Computer Science, Data Science, Electrical Engineering, Software Engineering","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Apple
Candidate 255,Business & Finance,Taxation,"Bachelor's in Taxation, Year: Senior","Real Estate, Taxation, Accounting, Finance, Investment Banking","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at McKinsey
Candidate 468,Math & Technology,Electrical Engineering,"Bachelor's in Electrical Engineering, Year: Sophomore","Mathematics, Data Science, Electrical Engineering, Software Engineering, Computer Science","Electrical Engineering Capstone Project, Internship Research on Electrical Engineering, Open-source contribution in Electrical Engineering",Intern at Meta
Candidate 343,Business & Finance,Taxation,"Bachelor's in Taxation, Year: Freshman","Accounting, Finance, Investment Banking",N/A,N/A
Candidate 825,Medical & Life Sciences,Biology,"Bachelor's in Biology, Year: Sophomore","Nursing, Public Health, Biomedical Engineering, Healthcare, Pharmaceutical Sciences","Biology Capstone Project, Internship Research on Biology, Open-source contribution in Biology",Intern at Mayo Clinic
Candidate 634,Business & Finance,Finance,"Bachelor's in Finance, Year: Sophomore","Investment Banking, Accounting, Real Estate, Finance, Taxation","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at Morgan Stanley
Candidate 156,Business & Finance,Supply Chain Management,"Master's in Supply Chain Management, Year: Year 1","Real Estate, Investment Banking, Finance","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at Goldman Sachs
Candidate 497,Medical & Life Sciences,Nursing,"Bachelor's in Nursing, Year: Sophomore","Nursing, Pharmaceutical Sciences, Biology","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Pfizer
Candidate 939,Arts & Design,Videography,"Bachelor's in Videography, Year: Freshman","Graphic Design, Fashion Design, Music",N/A,N/A
Candidate 282,Medical & Life Sciences,Biomedical Engineering,"Master's in Biomedical Engineering, Year: Year 2","Healthcare, Biomedical Engineering, Public Health, Nursing, Biology","Biomedical Engineering Capstone Project, Internship Research on Biomedical Engineering, Open-source contribution in Biomedical Engineering",Intern at Pfizer
Candidate 881,Math & Technology,Data Science,"Master's in Data Science, Year: Year 1","Computer Science, Mechanical Engineering, Software Engineering, Mathematics, Electrical Engineering","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Microsoft
Candidate 446,Arts & Design,Fashion Design,"Master's in Fashion Design, Year: Year 1","Videography, Fine Arts, Music","Fashion Design Capstone Project, Internship Research on Fashion Design, Open-source contribution in Fashion Design",Intern at Warner Bros
Candidate 413,Arts & Design,Photography,"Master's in Photography, Year: Year 1","Music, Graphic Design, Fine Arts, Fashion Design, Videography","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Warner Bros
Candidate 789,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 2","Nursing, Biomedical Engineering, Healthcare, Pharmaceutical Sciences, Biology","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Johnson & Johnson
Candidate 521,Business & Finance,Supply Chain Management,"Master's in Supply Chain Management, Year: Year 2","Accounting, Supply Chain Management, Real Estate, Investment Banking","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at Morgan Stanley
Candidate 608,Arts & Design,Fashion Design,"Bachelor's in Fashion Design, Year: Senior","Fashion Design, Music, Fine Arts","Fashion Design Capstone Project, Internship Research on Fashion Design, Open-source contribution in Fashion Design",Intern at Pixar
Candidate 277,Medical & Life Sciences,Nursing,"Bachelor's in Nursing, Year: Sophomore","Biology, Biomedical Engineering, Healthcare, Nursing","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Pfizer
Candidate 704,Math & Technology,Software Engineering,"Master's in Software Engineering, Year: Year 1","Computer Science, Software Engineering, Mechanical Engineering, Electrical Engineering","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Google
Candidate 921,Humanities & Social Sciences,Psychology,"Bachelor's in Psychology, Year: Senior","Geography, Sociology, Psychology, International Relations, History","Psychology Capstone Project, Internship Research on Psychology, Open-source contribution in Psychology",Intern at Amnesty International
Candidate 901,Arts & Design,Photography,"Bachelor's in Photography, Year: Junior","Music, Fashion Design, Videography, Photography","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Warner Bros
Candidate 209,Arts & Design,Music,"Master's in Music, Year: Year 1","Graphic Design, Videography, Fine Arts","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Disney
Candidate 344,Arts & Design,Fine Arts,"Bachelor's in Fine Arts, Year: Junior","Videography, Fine Arts, Fashion Design, Music","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Pixar
Candidate 921,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 2","Software Engineering, Data Science, Computer Science, Mechanical Engineering, Electrical Engineering","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Google
Candidate 808,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Junior","Computer Science, Electrical Engineering, Data Science, Software Engineering, Mechanical Engineering","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Meta
Candidate 775,Medical & Life Sciences,Pharmaceutical Sciences,"Master's in Pharmaceutical Sciences, Year: Year 2","Biomedical Engineering, Biology, Nursing, Pharmaceutical Sciences, Healthcare","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at CDC
Candidate 826,Humanities & Social Sciences,Political Science,"Master's in Political Science, Year: Year 2","Geography, Sociology, History","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at Amnesty International
Candidate 799,Arts & Design,Videography,"Master's in Videography, Year: Year 1","Videography, Fine Arts, Photography, Fashion Design, Music","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Spotify
Candidate 542,Humanities & Social Sciences,Political Science,"Master's in Political Science, Year: Year 1","Sociology, International Relations, Psychology, History","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at Amnesty International
Candidate 311,Medical & Life Sciences,Healthcare,"Bachelor's in Healthcare, Year: Senior","Biomedical Engineering, Healthcare, Pharmaceutical Sciences","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at CDC
Candidate 603,Humanities & Social Sciences,History,"Bachelor's in History, Year: Junior","Sociology, International Relations, Geography, History, Psychology","History Capstone Project, Internship Research on History, Open-source contribution in History",Intern at United Nations
Candidate 319,Math & Technology,Software Engineering,"Master's in Software Engineering, Year: Year 1","Mechanical Engineering, Electrical Engineering, Computer Science, Mathematics","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Tesla
Candidate 676,Arts & Design,Videography,"Master's in Videography, Year: Year 1","Graphic Design, Photography, Fashion Design","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Adobe
Candidate 351,Math & Technology,Mechanical Engineering,"Bachelor's in Mechanical Engineering, Year: Freshman","Computer Science, Software Engineering, Data Science",N/A,N/A
Candidate 386,Humanities & Social Sciences,Psychology,"Bachelor's in Psychology, Year: Sophomore","Geography, History, Political Science, Sociology, International Relations","Psychology Capstone Project, Internship Research on Psychology, Open-source contribution in Psychology",Intern at National Geographic
Candidate 871,Humanities & Social Sciences,International Relations,"Bachelor's in International Relations, Year: Sophomore","Sociology, International Relations, Political Science, Psychology, Geography","International Relations Capstone Project, Internship Research on International Relations, Open-source contribution in International Relations",Intern at Amnesty International
Candidate 242,Math & Technology,Mechanical Engineering,"Bachelor's in Mechanical Engineering, Year: Freshman","Mechanical Engineering, Mathematics, Software Engineering",N/A,N/A
Candidate 196,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 2","Pharmaceutical Sciences, Healthcare, Biology, Biomedical Engineering, Public Health","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Mayo Clinic
Candidate 501,Arts & Design,Photography,"Bachelor's in Photography, Year: Junior","Fine Arts, Videography, Music, Graphic Design","Photography Capstone Project, Internship Research on Photography, Open-source contribution in Photography",Intern at Pixar
Candidate 598,Medical & Life Sciences,Biology,"Bachelor's in Biology, Year: Senior","Biomedical Engineering, Nursing, Pharmaceutical Sciences, Public Health, Healthcare","Biology Capstone Project, Internship Research on Biology, Open-source contribution in Biology",Intern at Pfizer
Candidate 291,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Freshman","Electrical Engineering, Mathematics, Computer Science, Software Engineering, Mechanical Engineering",N/A,N/A
Candidate 357,Business & Finance,Taxation,"Master's in Taxation, Year: Year 1","Taxation, Real Estate, Supply Chain Management, Accounting, Finance","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Deloitte
Candidate 192,Arts & Design,Graphic Design,"Bachelor's in Graphic Design, Year: Senior","Fashion Design, Music, Photography, Fine Arts","Graphic Design Capstone Project, Internship Research on Graphic Design, Open-source contribution in Graphic Design",Intern at Spotify
Candidate 736,Math & Technology,Mathematics,"Bachelor's in Mathematics, Year: Junior","Software Engineering, Mathematics, Data Science","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Google
Candidate 519,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 1","Data Science, Computer Science, Electrical Engineering, Mechanical Engineering","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Amazon
Candidate 840,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Junior","Pharmaceutical Sciences, Biology, Healthcare","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at CDC
Candidate 611,Math & Technology,Electrical Engineering,"Bachelor's in Electrical Engineering, Year: Senior","Software Engineering, Mechanical Engineering, Mathematics, Electrical Engineering","Electrical Engineering Capstone Project, Internship Research on Electrical Engineering, Open-source contribution in Electrical Engineering",Intern at Apple
Candidate 119,Math & Technology,Mechanical Engineering,"Bachelor's in Mechanical Engineering, Year: Freshman","Mechanical Engineering, Data Science, Mathematics, Computer Science",N/A,N/A
Candidate 870,Medical & Life Sciences,Biomedical Engineering,"Bachelor's in Biomedical Engineering, Year: Junior","Public Health, Nursing, Pharmaceutical Sciences, Biology, Healthcare","Biomedical Engineering Capstone Project, Internship Research on Biomedical Engineering, Open-source contribution in Biomedical Engineering",Intern at CDC
Candidate 676,Business & Finance,Accounting,"Master's in Accounting, Year: Year 2","Taxation, Accounting, Finance","Accounting Capstone Project, Internship Research on Accounting, Open-source contribution in Accounting",Intern at Morgan Stanley
Candidate 487,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Freshman","Biomedical Engineering, Pharmaceutical Sciences, Biology",N/A,N/A
Candidate 767,Arts & Design,Fine Arts,"Master's in Fine Arts, Year: Year 1","Fashion Design, Videography, Fine Arts, Music","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Warner Bros
Candidate 163,Business & Finance,Real Estate,"Master's in Real Estate, Year: Year 1","Finance, Accounting, Taxation, Investment Banking, Real Estate","Real Estate Capstone Project, Internship Research on Real Estate, Open-source contribution in Real Estate",Intern at Morgan Stanley
Candidate 557,Math & Technology,Mathematics,"Master's in Mathematics, Year: Year 1","Software Engineering, Computer Science, Mathematics, Data Science","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Google
Candidate 967,Medical & Life Sciences,Nursing,"Bachelor's in Nursing, Year: Sophomore","Biomedical Engineering, Biology, Healthcare, Nursing, Pharmaceutical Sciences","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Moderna
Candidate 350,Business & Finance,Investment Banking,"Master's in Investment Banking, Year: Year 1","Supply Chain Management, Finance, Accounting","Investment Banking Capstone Project, Internship Research on Investment Banking, Open-source contribution in Investment Banking",Intern at Morgan Stanley
Candidate 573,Business & Finance,Taxation,"Master's in Taxation, Year: Year 1","Investment Banking, Supply Chain Management, Finance, Taxation, Accounting","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Morgan Stanley
Candidate 335,Arts & Design,Videography,"Master's in Videography, Year: Year 2","Photography, Fine Arts, Music, Graphic Design","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Disney
Candidate 436,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 2","Software Engineering, Electrical Engineering, Computer Science, Mathematics, Data Science","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Microsoft
Candidate 531,Arts & Design,Music,"Bachelor's in Music, Year: Sophomore","Music, Photography, Fashion Design, Videography","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Spotify
Candidate 274,Business & Finance,Supply Chain Management,"Master's in Supply Chain Management, Year: Year 2","Supply Chain Management, Investment Banking, Real Estate","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at JP Morgan
Candidate 379,Medical & Life Sciences,Nursing,"Bachelor's in Nursing, Year: Sophomore","Pharmaceutical Sciences, Public Health, Biology, Healthcare","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Johnson & Johnson
Candidate 966,Business & Finance,Finance,"Bachelor's in Finance, Year: Senior","Taxation, Investment Banking, Supply Chain Management","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at Goldman Sachs
Candidate 693,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Freshman","Pharmaceutical Sciences, Nursing, Healthcare, Biomedical Engineering",N/A,N/A
